sympy_abs_integral,brentq_vs_bisect_all_n,self_consistency_residuals,amplitude_split_formula,Z5_mass_sum,numba_Qtilde_optional,autodiff_slopes_positive_optional,lepton_masses_source,overall_ok
True,True,True,True,True,True,True,paper_local_public_constants,True
