M_MeV,g_chi_beta,a_classical_m,rho0_kg_m3,rho_classical_electron_kg_m3,comparison_nuclear_approx
313.8337711696426,1575.8277116084441,2.8179403227e-15,15865894251107.94,9718629180292.162,2.3e+17
