theta_rad,theta_deg,phi_c_rad,phi_c_deg,cos_3theta_plus_phi_c,sin_3theta_plus_phi_c,mmu_me_brannen_ratio,mmu_me_pdg_ratio,ratio_agreement
0.2222206467094288,12.732305177117995,2.474930713461507,141.80308446864603,-1.0,1.2246467991473532e-16,206.75202715499037,206.76828298766566,True
