quantile,low_memory_size,high_memory_size,ratio_high_to_low
0.5,0.4923187705146438,0.9041749938635666,1.8365641288029506
0.9,2.2245058736997825,4.3002792242417005,1.933139073752818
0.95,3.5027050696285023,7.273388342447805,2.0765060711261145
0.99,10.218934210356808,20.0,1.9571512633607289
