finite_diff_d_gAe2_dphi_fixed_branch_k,finite_diff_d_gAe2_dphi_numeric,torch_d_gAe2_dphi_optional,jax_d_gAe2_dphi_optional,backends
1,44.0355500441747,,,"torch=missing, jax=missing, numba=ok"
