Ae_from_phi_min,theta_implicit_rad,h_g_Ae_squared,X_analytic,X_root_scalar,agreement,abs_diff
0.04035154483750314,0.22222064670942876,2.5658370130521817,0.3897363686442631,0.3897363686442631,True,0.0
