a_classical_m,R_chi_times_a_m,R_reduced_Compton_geom_m,compton_coincidence_agreement,abs_delta_m,chi_target,alpha_inverse,ratio_a_over_R_equals_alpha_check,ratio_a_over_alpha_direct,ratio_match,bohr_a0_hbar_over_mc_alpha_m,J_crit_Pa,u_vacuum_J_m3,u_em_core_J_m3,u_vac_over_u_em
2.8179403227e-15,3.8615926748028384e-13,3.86159268e-13,True,5.197161551309055e-22,137.035999084,0.0072973525692838015,0.0072973525692838015,0.0072973525692838015,True,5.291772102470629e-11,1.4259554623366922e+30,1.4259554623366922e+30,1.455778051001722e+29,9.795143300556642
