rho0_kg_m3,K_bulk_modulus_Pa,rho0_over_three_me_over_four_pi_a3_note,comparison_u_nuclear_J_m3,comparison_u_qcd_geom_J_m3,comparison_classical_sphere_factor
15865894250988.842,1.4259554623366922e+30,1.6325238834261069,2.0671369110946804e+34,3.336345101371611e+34,0.3897363686442631
