Q_koide,theta_rad_Q_over_3,theta_deg,phi_c_rad_pi_minus_Q,phi_c_deg,three_theta_rad,equilibrium_three_theta_plus_phi_minus_pi_residual,equilibrium_agreement_gate,three_theta_minus_Q_residual
0.6666666666666666,0.2222222222222222,12.732395447351626,2.4749259869231266,141.80281365794514,0.6666666666666666,0.0,True,0.0
