equilibrium_three_theta_phi_pi,scipy_bounded_theta_equals_Q_over_3,koide_Q_predictions,electron_calibration_exact,symm_algebra_rows_0_2,mu_within_25ppm_fractional,tau_sigma_within_3pt5_sigma,numba_koide_scan_deviation_gate,torch_dKoide_near_zero_optional,jax_dKoide_near_zero_optional,overall_ok
True,True,True,True,True,True,True,True,True,True,True
