theta_bisect_rad,theta_brentq_rad,theta_agreement_ok,abs_theta_diff,five_theta,Q_tilde_at_theta,residual_abs,sum_masses_MeV,ten_M5_MeV
0.06453466697187835,0.06453466697187825,True,9.71445146547012e-17,0.32267333485939126,0.32267333485939176,4.996003610813204e-16,4603.853204597095,4603.853204597095
