theta_rad,sum_m_k_MeV,ten_M5_MeV,sum_rule_ok
0.0,4603.853204597095,4603.853204597095,True
0.1,4603.853204597093,4603.853204597095,True
0.5,4603.853204597095,4603.853204597095,True
1.0,4603.853204597096,4603.853204597095,True
0.6283185307179586,4603.853204597095,4603.853204597095,True
1.2466370614359172,4603.853204597094,4603.853204597095,True
