M_5_MeV,mean_mass_2M5_MeV,sum_Ak2_exact,A_k_min,A_k_max,m_k_max_MeV,Q5_min_scan,Q5_max_scan
460.38532045970953,920.7706409194191,10.0,-0.41421356237309515,2.414213562373095,2683.322289602338,0.294372515228737,0.32816931822655077
