sympy_sum_Ak2_2n,mass_sum_n3_multi_theta,Z5_brentq_residual,Z5_sum_independent_theta,numba_Z5_bracket_scan,torch_df_optional,jax_df_optional,pdg_sum_vs_6M3_loose,lepton_masses_source,overall_ok
True,True,True,True,True,True,True,True,paper_local_public_constants,True
