E_circulation,E_back_pressure,E_total,ratio_back_over_circ,d2E_dchi2_finite_diff,d2E_dchi2_central_on_dE
719.3958562612062,856.431855347238,1575.8277116084441,1.1904876124783728,0.09850966527391591,-0.0020500712238913366
