chi_target_1_over_alpha,beta,kappa_required,chi_recovered_public,chi_recovered_scipy_brentq,alpha_recovered,alpha_measured_CODATA,relative_error_chi,public_scipy_abs_diff,d2E_dchi2_analytic
137.035999084,1.75,117361.9949447333,137.03599908383745,137.035999084,0.007297352569292457,0.0072973525692838015,1.1861390971641315e-12,1.6254375623248052e-10,0.09850966527288457
