R_Compton_m,a_classical_e_radius_m,chi_geometric,alpha_from_geometry,alpha_measured,relative_error_chi_geom
3.8615926744e-13,2.8179403205e-15,137.03599917669015,0.007297352564347924,0.0072973525643314245,2.2611100591899797e-12
