M_MeV,theta_rad,theta_deg,koide_Q,max_error_pct,fitted_e,fitted_mu,fitted_tau,pdg_e,pdg_mu,pdg_tau
313.9263599658792,0.22223754411832986,12.733273327332732,0.6666666666666667,0.057502857840718846,0.5107051110002139,105.68955120587266,1777.3579034784022,0.51099895,105.6583755,1776.86
