theta_deg,sum_cos,sum_cos2,koide_Q_numeric
0.0,-2.220446049250313e-16,1.5000000000000002,0.666666666666667
45.0,-3.3306690738754696e-16,1.4999999999999996,0.430780618346945
90.0,-3.3306690738754696e-16,1.5,0.5042449234640745
135.0,3.3306690738754696e-16,1.5,0.6666666666666667
180.0,-1.1102230246251565e-16,1.5,0.4093647857764433
225.0,4.440892098500626e-16,1.5,0.6666666666666663
270.0,0.0,1.5000000000000009,0.5042449234640746
315.0,-3.3306690738754696e-16,1.5,0.4307806183469449
